Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
asenapine	DB06216	Pneumonia	Pneumonia	C0032285	6.44913036786e-05	C5AR1,CCR6,CCR9,LPAR1,CXCL13,PTAFR,CCL5,TRIP10,PTGDR2,IGF2R,F2R,PF4,CXCR3,CXCL9,POMC,C3AR1,CXCL2,CCR2,F2RL1,CCR3,NPW,CCR1,CXCR2,VIP,CXCR4,EGFR,CXCL8,CYSLTR1,CXCL1,TAC1,CCL19,C3,ADRB2,LPAR2,LTB4R,CCR8,ADORA3,KNG1,CXCL5,ADORA2B,CXCL12,CCL20	
asenapine	DB06216	Hypertension	genetic hypertension	C0598428	7.84184078286e-05	EDNRA,EDN1,PTHLH,ADRA2B,PTH,CYSLTR2,ACKR3,CXCR6,SSTR4,ADRA1A,LPAR2,AGT	
asenapine	DB06216	Hypertension	Hypertension	C0020538	6.44470404984e-05	UTS2,TRH,ADRA2C,M6PR,HTR4,CCR6,GNAI2,GHRL,SCARB2,XCL1,EDNRA,ADM,EDN1,GCG,DRD1,CNR1,CYP2D6,CYP1A2,AGTR2,LPAR1,CXCL13,PPBP,CRHR1,GNRH1,LRP2,MC3R,ADRB1,SST,LHB,F2R,ADRA2B,TAC3,PTGER4,CCL28,PTH,AVPR2,ADRA1D,RAMP1,CYSLTR2,PDYN,FSHR,GABBR1,ACKR3,GNAS,NTS,PYY,GPER1,LDLRAP1,DRD2,EDN2,HRH3,FPR1,EGF,LDLR,POMC,CCL21,GNA12,GNA14,CXCL2,CCR2,CXCR6,GHSR,NPY,HTR2B,SSTR4,APLNR,CCR5,RAMP2,IAPP,APLN,EDN3,KISS1,ADRA2A,CHRM3,ADRB3,GAL,PTGER1,HGS,DRD3,OXT,ADRA1A,APOB,CALCRL,EGFR,APP,CXCL8,DNM2,GPR83,BDKRB2,TACR1,F2,TRHR,ADRA1B,ADRB2,LPAR2,HTR1B,P2RY2,AGT,AVPR1A,ADORA1,OPRD1,NPY2R,OXTR,CALCA,NPY1R,MC2R,TACR3,UTS2R,CYP3A4,HTR2A,GCGR,ANXA1,KNG1,ADORA2B,AVP,CASR,EDNRB,MGST3,BDKRB1,SUCNR1,SAA1	
asenapine	DB06216	Hypertension	Essential hypertension	C0085580	7.88151282729e-05	UTS2,GNAI2,PTGFR,EDNRA,ADM,EDN1,DRD1,CYP2D6,AGTR2,LPAR1,ADRB1,ADRA2B,PTH,ADRA1D,FSHR,GNAS,EDN2,LDLR,POMC,NPY,APLNR,ADRB3,VIP,ADRA1A,APOB,CALCRL,DNM2,BDKRB2,TRHR,ADRA1B,ADRB2,LPAR2,P2RY2,AGT,AVPR1A,ADORA1,CALCA,HTR2A,GCGR,KNG1,BDKRB1	
asenapine	DB06216	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.24596118739e-05	UTS2,EDNRA,ADM,EDN1,TACR2,CCL5,ADRB1,UTS2B,CXCR1,EGF,NPS,NPY,F2RL1,HTR2B,APLNR,RAMP2,CXCR2,VIP,CCR7,CXCL8,DNM2,CYSLTR1,TAC1,BDKRB2,TACR1,F2,HTR1B,AGT,CALCA,ADORA2B,CASR,EDNRB	
asenapine	DB06216	Hypertension	Renovascular hypertension	C0020545	0.000109688713152	ADM,AGTR2,ADRB1,PTGER3,CXCR3,CXCL10,AGT,AVPR1A,SUCNR1	
asenapine	DB06216	Pneumonia	Streptococcal pneumonia	C0155862	0.000178247734139	PTAFR,PPBP,CCL5,TRIP10,CXCL8,C3	
asenapine	DB06216	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000168526160984	EDNRA,EDN1,UTS2B,CCR5,ADRB3,BDKRB2,ADRB2,AGT,AVP,EDNRB	
pazopanib	DB06589	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000159607511851	IL3,CD19,JAK1,PTPN11,ICOS,ITK,PDGFB,NRAS,BCR,CSF2,SRC,JAK2,PDGFRB,STAT1,ITGB3	
pazopanib	DB06589	Thrombocytopenia	Autoimmune thrombocytopenia	C0242584	0.000334209654152	CD19,ICOS,NRAS,STAT1,ITGB3	
pazopanib	DB06589	Hemorrhage	Gastrointestinal hemorrhage	C0017181	0.00023259636541	PIK3CA,PDGFRA,KRAS,CYP2D6,TEK,CSF2,CYP2C8,JAK2,ITGB3,KIT	
timolol	DB00373	Hypertension	Essential hypertension	C0085580	5.5805342502e-05	DNM2,ADRB1,ABCB1,ADRB3,ADRB2,CALCA,ADM,PTH,GCGR,FSHR,LDLR,CALCRL,APOB,CYP2D6,GNAS,POMC,VIP	
droperidol	DB00450	Hypertension	genetic hypertension	C0598428	0.000179506486477	CXCR6,LPAR2,CYSLTR2,EDN1,SSTR4,ACKR3,AGT,ADRA1A,EDNRA,ADRA2B	
droperidol	DB00450	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000136991869919	CYSLTR1,CCL5,F2RL1,HTR1B,EDN1,CASR,UTS2,CXCR2,NPS,CXCL8,UTS2B,EDNRB,TAC1,AGT,TACR1,BDKRB2,NPY,TACR2,CXCR1,EDNRA,APLNR,HTR2B,F2,CCR7	
droperidol	DB00450	Hypertension	Hypertension	C0020538	4.8980446586e-05	CXCR6,APLN,TRH,POMC,PPBP,GHRL,ADORA1,SUCNR1,ADRA2C,LPAR2,APP,BDKRB1,XCL1,CXCL2,FPR1,CYSLTR2,OXT,HTR1B,CCL28,EDN1,LPAR1,GNA14,GCGR,CCR2,PTGER1,CASR,ADRA2A,UTS2,SSTR4,EDN3,P2RY2,SAA1,AVPR1A,PYY,GAL,ADRA1D,TACR3,OPRD1,TRHR,CXCL8,UTS2R,SST,EDN2,GHSR,ADRA1B,GNRH1,CCR6,CNR1,NTS,CCR5,ACKR3,GCG,F2R,GABBR1,EDNRB,GNA12,KNG1,GNAI2,AGT,TACR1,ADRA1A,AGTR2,BDKRB2,NPY1R,CCL21,NPY,OXTR,CXCL13,DRD2,HRH3,NPY2R,KISS1,GPER1,ANXA1,EDNRA,APLNR,HTR2B,F2,CHRM3,PDYN,TAC3,ADRA2B	
droperidol	DB00450	Hypertension	Essential hypertension	C0085580	5.29765155653e-05	POMC,ADORA1,LPAR2,BDKRB1,EDN1,LPAR1,GCGR,UTS2,P2RY2,PTGFR,AVPR1A,ADRA1D,TRHR,EDN2,ADRA1B,KNG1,GNAI2,AGT,ADRA1A,AGTR2,BDKRB2,NPY,EDNRA,APLNR,ADRA2B	
droperidol	DB00450	Hypertension	Primary pulmonary hypertension	C0152171	0.000109743861294	CCL5,F2RL1,BDKRB1,HTR1B,EDN1,NPS,CCR5,F2R,EDNRB,KNG1,BDKRB2,CCR1,CXCL12,EDNRA,APLNR,HTR2B,CXCR4,CCR7	
droperidol	DB00450	Hypertension	Pulmonary arterial hypertension	C3203102	0.000149896111606	CCL5,F2RL1,BDKRB1,HTR1B,EDN1,NPS,CCR6,CCR5,F2R,EDNRB,KNG1,BDKRB2,CCR1,CXCL12,EDNRA,APLNR,HTR2B,CXCR4,CCR7	
droperidol	DB00450	Hypertension	Renovascular hypertension	C0020545	0.000147419350872	SUCNR1,PTGER3,AVPR1A,CXCR3,AGT,AGTR2,CXCL10	
droperidol	DB00450	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000215286077694	EDN1,CCR5,UTS2B,EDNRB,AGT,BDKRB2,EDNRA	
droperidol	DB00450	Hypertension	Ocular Hypertension	C0028840	0.000328326180258	C3,PTGFR,GHSR,EDNRB	
almotriptan	DB00918	Hypertension	Hypertension	C0020538	4.74537024392e-05	CXCR6,DRD3,ADRA2C,NPY2R,CYP2C8,CCL21,CXCL8,NPY,GABBR1,CYP2D6,APP,CCL28,CNR1,GNAI2,CCR2,FPR1,POMC,SSTR4,CXCL13,PYY,ADRA2B,APLN,CCR6,AGT,ADRA2A,CXCL2,SUCNR1,BDKRB2,CYP2C19,KNG1,OPRD1,CCR5,AGTR2,LPAR2,ACKR3,SAA1,LPAR1,FMO3,CASR,ADORA1,CYP1A2,CYP3A4,HTR1B,MGST3,CYP2E1,GAL,HRH3,SST,ANXA1,APLNR,GPER1,NPY1R,PPBP,BDKRB1,PDYN	
almotriptan	DB00918	Hypertension	genetic hypertension	C0598428	6.96244234571e-05	CXCR6,SSTR4,ADRA2B,AGT,LPAR2,ACKR3	
almotriptan	DB00918	Myocardial infarction	Myocardial Infarction	C0027051	6.99541284404e-05	CCL5,CYP2C8,P2RY12,CXCL8,NPY,CYP2D6,HTR1D,CNR1,CCR2,OPRK1,CCR3,ADORA3,ADRA2B,AGT,CXCR5,CXCL10,CXCL6,BDKRB2,CYP2C19,KNG1,OPRD1,CCR5,AGTR2,TAS2R50,CASR,ADORA1,CYP1A2,CYP3A4,C3,GRM8,CXCL12,BDKRB1,CCR1	
almotriptan	DB00918	Hypertension	Renovascular hypertension	C0020545	0.000100812650999	PTGER3,AGT,CXCL10,SUCNR1,AGTR2,CXCR3	
apomorphine	DB00714	Pneumonia	Pneumonia	C0032285	6.17174446218e-05	ADORA2B,VIP,PTGDR2,PTAFR,LPAR2,CCR2,CXCL8,CCL19,C3,CCL20,PF4,POMC,CXCR3,LPAR1,C3AR1,CXCL1,CYSLTR1,LTB4R,CCR8,CXCR2,C5AR1,F2R,CCR6,CXCL5,CXCL13,CXCR4,CCR1,TAC1,CCL5,NPW,F2RL1,CCR9,CXCL12,CXCL9,CXCL2,CCR3,KNG1,ADORA3	
apomorphine	DB00714	Myocardial infarction	Myocardial Infarction	C0027051	6.83903029655e-05	RLN2,NPY,PTGER2,HTR1D,AGTR2,ADRA2B,P2RY11,EDN2,CCR2,CXCL8,C3,UTS2R,ADM,GHRL,OPRD1,ADRB3,UTS2,ADORA1,F2,ADRB1,RAMP1,GHSR,AVPR1A,GHRH,EDNRB,CXCL10,CNR1,BDKRB2,F2R,GRM8,OPRK1,CYP1A2,BDKRB1,ADRA1D,AGT,CASR,TAS2R50,CCR1,CCL5,F2RL1,CCR5,CXCL12,P2RY12,GCG,EDN1,P2RY2,CCR3,EDNRA,HTR2A,KNG1,CXCR5,ADORA3,CXCL6	
apomorphine	DB00714	Myocardial infarction	Acute myocardial infarction	C0155626	0.000141896024465	ADRA2B,P2RY11,CXCL8,ADM,F2,ADRB1,CXCR4,AGT,CCL21,CXCL12,P2RY12,GCG,EDN1,EDNRA,HTR2A	
apomorphine	DB00714	Edema	Pulmonary edema	C0034063	0.000189579455317	FPR1,CXCL8,GHRH,F2R,FSHR,CCR5,CXCL2	
tramadol	DB00193	Pancreatitis	Hereditary pancreatitis	C0238339	7.18602344801e-05	CXCL10,CCL20,CXCL8,CXCL1,TACR2,CCR6,TACR1,CASR,GNAI2,NTS,CXCL5,CCL28,TACR3,CXCR4,GAST,CXCR2,NTSR1,CXCL6,CXCR3,EDN1,F2RL1,TAC1,CXCL12,MGST1,GCG,CCKBR,P2RY6,CXCR1	
tramadol	DB00193	Hypertension	Essential hypertension	C0085580	6.72999255857e-05	BDKRB2,P2RY2,BDKRB1,TRHR,AGTR2,GNAI2,ADORA1,ADRA1B,AVPR1A,EDNRA,POMC,EDN2,ADRA2B,NPY,APLNR,KNG1,EDN1,ADRA1A,LPAR2,AGT,PTGFR,LPAR1,GCGR,UTS2,CYP2D6,ADRA1D	
tramadol	DB00193	Pneumonia	Pneumonia	C0032285	5.58894230769e-05	NPW,CCL20,CXCL8,CXCL1,C3,C5AR1,CCR2,CCR6,CCL5,C3AR1,PTGDR2,ADORA3,CXCL2,CXCL5,PF4,POMC,PTAFR,CCR3,CXCR4,CXCL13,CXCR2,KNG1,CXCR3,CCR9,F2RL1,CCL19,TAC1,LPAR2,CXCL12,CXCL9,CYSLTR1,F2R,LTB4R,LPAR1,CCR8,CCR1	
tramadol	DB00193	Hypertension	genetic hypertension	C0598428	7.8937829245e-05	CXCR6,SSTR4,EDNRA,ADRA2B,EDN1,ADRA1A,LPAR2,AGT,ACKR3,CYSLTR2	
tramadol	DB00193	Hypertension	Hypertension	C0020538	5.05682511205e-05	NPY1R,BDKRB2,NPY2R,KISS1,CXCL8,P2RY2,CCL21,BDKRB1,CXCR6,APLN,HTR2B,GABBR1,CCR2,CCR6,TACR1,CCR5,TRHR,SST,CASR,GNRH1,AGTR2,GNAI2,ADORA1,UTS2R,NTS,PTGER1,ADRA1B,FPR1,CXCL2,SSTR4,CYP2B6,AVPR1A,PYY,EDNRA,POMC,TAC3,SLC6A4,SLC6A2,CCL28,EDN2,TACR3,HRH3,ADRA2B,GPER1,F2,NPY,GAL,TRH,CNR1,EDN3,CXCL13,APLNR,GNA14,KNG1,EDNRB,MGST3,EDN1,ADRA2A,ADRA2C,OXT,ADRA1A,SAA1,PPBP,LPAR2,CHRM3,OPRM1,SUCNR1,AGT,ACKR3,ANXA1,PDYN,F2R,GCG,OXTR,DRD3,LPAR1,CYP3A4,GCGR,HTR1B,UTS2,CYSLTR2,APP,GHRL,GHSR,OPRD1,XCL1,CYP2D6,ADRA1D	
tramadol	DB00193	Myocardial infarction	Myocardial Infarction	C0027051	6.85859798124e-05	BDKRB2,TAS2R50,CXCL10,OPRK1,CXCL8,C3,P2RY2,BDKRB1,CCR2,P2RY11,CCR5,CASR,CCL5,AGTR2,ADORA3,GRM8,ADORA1,UTS2R,CYP2B6,AVPR1A,EDNRA,HTR1D,SLC6A4,EDN2,CCR3,ADRA2B,F2,NPY,CNR1,KNG1,CXCL6,EDNRB,EDN1,F2RL1,P2RY12,AGT,CXCL12,F2R,GCG,CXCR5,CCR1,CYP3A4,UTS2,GHRL,GHSR,OPRD1,CYP2D6,ADRA1D	
tramadol	DB00193	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000114294785224	BDKRB2,CXCL8,TACR2,HTR2B,NPS,TACR1,CASR,CCL5,UTS2B,EDNRA,SLC6A4,F2,NPY,APLNR,CXCR2,EDNRB,EDN1,F2RL1,TAC1,AGT,CYSLTR1,CCR7,HTR1B,UTS2,CXCR1	
tramadol	DB00193	Hypertension	Primary pulmonary hypertension	C0152171	0.000103593516246	BDKRB2,BDKRB1,HTR2B,NPS,CCR5,CCL5,EDNRA,SLC6A4,CXCR4,APLNR,KNG1,EDNRB,EDN1,F2RL1,CXCL12,F2R,CCR7,CCR1,HTR1B	
tramadol	DB00193	Hypertension	Pulmonary arterial hypertension	C3203102	0.000120972403623	BDKRB2,BDKRB1,HTR2B,CCR6,NPS,CCR5,CCL5,EDNRA,SLC6A4,CXCR4,APLNR,KNG1,EDNRB,EDN1,F2RL1,CXCL12,F2R,CCR7,CCR1,HTR1B	
tramadol	DB00193	Myocardial infarction	Acute myocardial infarction	C0155626	0.000149199695122	CXCL8,CCL21,P2RY11,CYP2B6,EDNRA,SLC6A4,ADRA2B,F2,CXCR4,EDN1,P2RY12,AGT,CXCL12,GCG,CYP2D6	
tramadol	DB00193	Pneumonia	Streptococcal pneumonia	C0155862	0.00015292675452	CXCL8,C3,CCL5,PTAFR,PPBP	
tramadol	DB00193	Hypertension	Ocular Hypertension	C0028840	0.000223692307692	C3,EDNRB,PTGFR,GHSR,CYP2D6	
vorinostat	DB02546	Myocardial infarction	Anterior myocardial infarction	C0340293	1	PPARG	
nicardipine	DB00622	Myocardial infarction	Myocardial Infarction	C0027051	7.43712390063e-05	CCR3,CDCP1,CST3,ADRA1D,P2RY11,APOC1,KNG1,EDN2,C3,CXCR5,BDKRB1,ADORA1,BDKRB2,EDNRB,CYP2B6,UTS2,TAS2R50,AGTR2,GHRL,HTR1D,ADRB2,GRM8,F2,APOE,TBXA2R,ABCB1,VAMP8,CCR2,CYP3A4,LDLRAP1,ADRA2B,CXCL6,CAV1,CYP2C19,NPY,CHRM2,F2RL1,HP,CCR1,CCL5,CXCL10,TF,AGT,ADORA3,APOB,CACNA1C,SCN5A,OPRK1,KCNMA1,CYP2C9,GCG,CNR1,CCR5,GFAP,GSN,OPRD1,AKT1,EDNRA,F2R,SERPING1,EDN1,IGF2R,UTS2R,SOS1,CXCL12,P2RY12,LDLR,CYP3A5,CXCL8,AVPR1A,CYP2C8,GHSR,CYP2D6,AHSG,DAB2,P2RY2,CASR	
nicardipine	DB00622	Myocardial infarction	Acute myocardial infarction	C0155626	0.000155111367192	CST3,P2RY11,CYP2B6,F2,APOE,ABCB1,CCL21,ADRA2B,CYP2C19,CHRM2,HP,AGT,CXCR4,APOB,SCN5A,GCG,PIK3C2A,EDNRA,EDN1,SOS1,CXCL12,P2RY12,CXCL8,CYP2D6	
nicardipine	DB00622	Myocardial infarction	Old myocardial infarction	C0155668	0.000170747275514	F2,APOE,CAV1,APOB,CYP2C9,CYP2C8	
prochlorperazine	DB00433	Pneumonia	Pneumonia	C0032285	7.67250009727e-05	CXCR2,ADORA3,CCR2,C3AR1,LPAR2,LPAR1,CXCR3,CCR9,CCR3,CCL20,CXCR4,CXCL1,CCR1,NPW,CCL19,CXCL8,CXCL2,CCR6,CXCL12,CCR8,KNG1,PTGDR2,C5AR1,CXCL9,C3,CXCL5,CXCL13,PF4,CCL5,POMC	
prochlorperazine	DB00433	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000105433388043	CYP3A4,HTR1F,CNR1,MTNR1B,MTNR1A,CYP2D6,DRD2	
prochlorperazine	DB00433	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000112379898772	CXCR6,CXCL10,CXCR4,CXCL8,CCR5,C3	
prochlorperazine	DB00433	Pneumonia	Streptococcal pneumonia	C0155862	0.000132195448461	CXCL8,PPBP,C3,CCL5	
hyaluronidase	DB00070	Myocardial infarction	Myocardial Infarction	C0027051	0.000110094909405	GSN,APOC1,SERPING1,APOE,TGFBR2,CFH,APOC3,GFAP,APOA4,TGFB1,CDCP1,AHSG,ITGA2,SCN5A,CST3,APOA2,ATM,SMAD2,SMAD3,F7,APOA1,KRT16,KCNMA1,HP,FN1	
hyaluronidase	DB00070	Myocardial infarction	Acute myocardial infarction	C0155626	0.000257528089888	APOE,TGFB1,ITGA2,SCN5A,CST3,DMD,TGFBR1,F7,APOA1,HP	
hyaluronidase	DB00070	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.00029801553063	SLA2,APOE,TGFBR2,GFAP,ITGA2,TTR,TGFBR1,SMAD3,CAMTA1,HP	
hyaluronidase	DB00070	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000137429504304	GSN,SERPING1,APOE,TGFBR2,LDB3,GFAP,TGFB1,SACS,GJC2,SETX,TTR,ATM,SMAD3,SPAST,TLN2,NLRC4	
hyaluronidase	DB00070	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.000224018475751	APOE,TGFBR2,KRT14,ITGA2,TGFBR1,SMAD3,KRT5	
hyaluronidase	DB00070	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000136991869919	APOE,TGFBR2,CFH,TGFB1,RYR2,TGFBR1,SMAD2,SMAD3,APOA1,RHOA	
hyaluronidase	DB00070	Edema	Cerebral edema	C0006114	0.000187000726216	APOE,GFAP,MYL4,DMD,SLC25A13	
hyaluronidase	DB00070	Hemorrhage	Intracranial hemorrhage	C0151699	0.000399484536082	APOE,TGFBR2,CST3,TGFBR1,SMAD3,F7,CAMTA1,FN1	
hyaluronidase	DB00070	Cardiac arrest	Cardiac arrest	C0018790	0.000493371747738	APOE,TGFBR2,SCN5A,TTR,RYR2,TGFBR1,SPAST,PPP1R15A	
hyaluronidase	DB00070	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	1	ITGA2,F7,APOA1	
hyaluronidase	DB00070	Myocardial infarction	Old myocardial infarction	C0155668	1	APOE,APOA4,APOA1	
hyaluronidase	DB00070	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000494462827423	APOE,APOC3,APOA4,APOA1	
hyaluronidase	DB00070	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.000282932609154	SERPING1,GJC2,SETX,TTR	
hyaluronidase	DB00070	Hemorrhage	Internal hemorrhage	C0333285	0.000253449527959	TGFBR2,CST3,TGFBR1,SMAD3,F7,FN1	
pindolol	DB00960	Myocardial infarction	Myocardial Infarction	C0027051	6.47058823529e-05	ADRA2B,RLN2,NPY,ADORA1,ADRB3,GCG,CXCR5,CYP2D6,LDLR,ADRB1,APOB,IGF2R,PTGER2,CXCL12,VAMP8,ADM,GRM8,CXCL8,CCL5,CCR2,AGT,CCR3,AGTR2,RAMP1,CCR1,CNR1,TF,GHRH,P2RY11,C3,BDKRB2,CXCL10,KNG1,DAB2,TAS2R50,CASR,CCR5,OPRD1,CXCL6,BDKRB1,LDLRAP1,CHRM2,ADORA3,OPRK1,ADRB2,P2RY12	
pindolol	DB00960	Myocardial infarction	Acute myocardial infarction	C0155626	0.000147844485586	ADRA2B,GCG,CXCR4,CYP2D6,ADRB1,APOB,CXCL12,ADM,CXCL8,AGT,P2RY11,PIK3C2A,CCL21,CHRM2,P2RY12	
pindolol	DB00960	Edema	Pulmonary edema	C0034063	0.000182561970938	CXCL8,CXCL2,GHRH,FPR1,CCR5,FSHR,ADRB2	
isopropyl alcohol	DB02325	Pancreatitis	Acute pancreatitis	C0001339	0.000190812110233	PRSS2,RNASE1,PLA2G2A,LTA,TNF	
fosphenytoin	DB01320	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	6.13009922822e-05	TTN,FN1,GSN,DMD,CFH,LDB3	
fosphenytoin	DB01320	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000111668443681	TTN,ALB,CHKB,CYP3A4,CYP2C8,DMD,CYP2C9,RYR2,APOE,OBSL1,TTR,CYP2B6,SCN5A,TRAPPC11,CFH,LDB3,GFAP	
fosphenytoin	DB01320	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000168079616661	APOA1,ITGA2,F7	
ranitidine	DB00863	Hypertension	Essential hypertension	C0085580	7.25761772853e-05	FSHR,GNAS,PTH,ADM,CALCA,ADRB3,VIP,ADRB1,CALCRL,CYP2D6,ABCB1,POMC,CYP3A5,GCGR	
choline	DB00122	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000151508517747	SETX,SLC22A5,SPAST,APOE,SACS,SLC5A7,TLN2,GJC2,SERPING1,LDB3,GFAP,GSN,NLRC4	
etodolac	DB00749	Myocardial infarction	Old myocardial infarction	C0155668	0.000164690382082	APOA1,APOA4,CYP2C9,APOE	
etodolac	DB00749	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000157677206034	APOA1,PTGS2,FN1,NPHS1,CTSL,CFH,ALB,HP,CYP2C9,APOE	
etodolac	DB00749	Myocardial infarction	Acute myocardial infarction	C0155626	0.000159793269951	CST3,SCN5A,APOA1,PTGS2,ITGA2,DMD,PPARG,HP,APOE,F7	
apraclonidine	DB00964	Hypertension	Hypertension	C0020538	4.60176731975e-05	ADRA2B,GNA12,TACR3,ADRA2C,LPAR2,GNA14,OXTR,TRHR,AVPR1A,TACR1,ADRA1A,SAA1,ANXA1,GNRH1,EDN2,EDN3,BDKRB1,EDN1,ADRA1B,OXT,APP,F2,P2RY2,LPAR1,CASR,UTS2R,EDNRB,TAC3,ADRA1D,GNAI2,AGT,XCL1,NTS,CHRM3,GHSR,ADRA2A,KISS1,BDKRB2,HTR2B,GHRL,GCG,TRH,F2R,POMC,EDNRA,KNG1,UTS2,CYSLTR2,GCGR,PTGER1,PPBP	
apraclonidine	DB00964	Hypertension	Essential hypertension	C0085580	8.60107095047e-05	ADRA2B,LPAR2,TRHR,AVPR1A,ADRA1A,EDN2,BDKRB1,EDN1,ADRA1B,P2RY2,LPAR1,ADRA1D,GNAI2,AGT,PTGFR,BDKRB2,POMC,EDNRA,KNG1,UTS2,GCGR	
apraclonidine	DB00964	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000134233853947	TAC1,UTS2B,NPS,TACR1,EDN1,TACR2,F2,CASR,EDNRB,CYSLTR1,AGT,BDKRB2,HTR2B,F2RL1,EDNRA,UTS2	
apraclonidine	DB00964	Hypertension	genetic hypertension	C0598428	6.66486875682e-05	ADRA2B,LPAR2,ADRA1A,EDN1,AGT,EDNRA,CYSLTR2	
apraclonidine	DB00964	Hypertension	Primary pulmonary hypertension	C0152171	8.65747212857e-05	NPS,BDKRB1,EDN1,EDNRB,BDKRB2,HTR2B,F2RL1,F2R,EDNRA,KNG1	
apraclonidine	DB00964	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000201575837163	UTS2B,EDN1,EDNRB,AGT,BDKRB2,EDNRA	
apraclonidine	DB00964	Hypertension	Ocular Hypertension	C0028840	0.000238924050633	EDNRB,GHSR,PTGFR	
etanercept	DB00005	Pneumonia	Community acquired pneumonia	C0694549	0.000127854586927	FCGR2A,FCGR1A,TNF,LTA,TNFRSF1B	
etanercept	DB00005	Pneumonia	Pneumonia	C0032285	6.27701759279e-05	FCGR2A,TP53,PTGS2,TNFRSF1A,FCGR1A,FCGR3B,TNF,LTA,SYK,FCGR3A,TNFRSF1B,LTB	
etanercept	DB00005	Hemorrhage	Peptic Ulcer Hemorrhage	C0041582	0.000256561834949	TP53,TNF,LTA	
etanercept	DB00005	Sepsis	Severe Sepsis	C1719672	0.000196357240544	TNFRSF1A,TNF,LTA,TNFRSF1B	
pimavanserin	DB05316	Pneumonia	Pneumonia	C0032285	4.61711711712e-05	POMC,C3,KNG1,CCR2,CXCR3,CXCL8,LTB4R,CCL5,CXCL1,CCL20,CXCL12,PTGDR2,ADORA3,CXCR4,CCR6,CXCL2,CXCL13,CXCL9,CXCL5,PF4,CYSLTR1,NPW,TAC1,CCR1,CCR8,C5AR1,CCL19,F2RL1,CCR3,PTAFR,C3AR1,CXCR2,F2R,LPAR2,CCR9,LPAR1	
obinutuzumab	DB08935	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.000569343065693	MS4A1	
codeine	DB00318	Pneumonia	Pneumonia	C0032285	5.04049276396e-05	ADORA3,CCR8,CCR2,POMC,CXCL2,CCR1,CXCL9,CXCR4,LPAR1,PTGDR2,C3AR1,LPAR2,CCL20,KNG1,NPW,C3,CCR3,CXCL12,CXCL13,CXCL1,C5AR1,PF4,CCR9,CCL5,CXCL5,CXCR2,CCR6,CCL19,CXCL8,CXCR3	
codeine	DB00318	Hypertension	Hypertension	C0020538	4.47481243301e-05	CXCR6,BDKRB1,SAA1,CCR5,NPY1R,AGT,ADORA1,GNAI2,CCR2,POMC,CXCL2,ADRA2B,CYP2D6,GABBR1,SST,LPAR1,PDYN,AGTR2,PYY,LPAR2,NPY2R,GAL,CCL28,KNG1,BDKRB2,PPBP,SSTR4,CXCL13,CYP3A4,FPR1,HRH3,CCL21,HTR1B,ADRA2A,SUCNR1,OPRM1,ADRA2C,CYP3A5,CASR,APLN,NPY,DRD3,CCR6,OPRD1,ACKR3,CNR1,APP,MGST3,CXCL8,APLNR,GPER1,SLC22A1,ANXA1	
codeine	DB00318	Hypertension	genetic hypertension	C0598428	6.15290269828e-05	CXCR6,AGT,ADRA2B,LPAR2,SSTR4,ACKR3	
codeine	DB00318	Hypertension	Renovascular hypertension	C0020545	9.12364945978e-05	AGT,AGTR2,CXCL10,SUCNR1,PTGER3,CXCR3	
codeine	DB00318	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000113026072193	CXCR6,CCR5,CXCR4,C3,CXCL10,CXCL8	
codeine	DB00318	Pneumonia	Streptococcal pneumonia	C0155862	0.000139413034745	C3,PPBP,CCL5,CXCL8	
codeine	DB00318	Delirium	Cocaine delirium	C0011206	0.000274993067465	CYP3A4,CYP3A5,DRD3,CXCL8	
