Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Low-dose aspirin,Prevents,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,30405096,low dose aspirin is part of a pragmatic approach to managing bleeding in myeloproliferative disorders
Low-dose aspirin,Prevents,Hemorrhage,Bromfenac,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Meloxicam,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Mefenamic acid,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Ketoprofen,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Tolmetin,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Thalidomide,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Etanercept,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Nabumetone,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Fenoprofen,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Auranofin,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Meclofenamic acid,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Piroxicam,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Low-dose aspirin,Prevents,Hemorrhage,Oxaprozin,"TP53,NFKBIA",12|1,29093065,LDA is not associated with intracranial bleeds and is associated with a decreased risk for subarachnoid hemorrhage
Menadione,Prevents,Hemorrhage,Ceftriaxone,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Lauric Acid,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Sevoflurane,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Quinine,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Tacrolimus,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Auranofin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Bismuth Subsalicylate,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Salicylic acid,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Piroxicam,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Cephalexin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Clonazepam,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Heparin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Fondaparinux sodium,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Cefotaxime,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Flurbiprofen,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Fenoprofen,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Cefotetan,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Methyltestosterone,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Naproxen,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Diflunisal,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Vandetanib,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Desflurane,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Acitretin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Cefazolin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Ketoprofen,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Edoxaban,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Prednisone,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Rivaroxaban,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Ampicillin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Enoxaparin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Oxymetholone,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Methotrexate,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Hyaluronidase,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Vancomycin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Fosphenytoin,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Menadione,Prevents,Hemorrhage,Tetracycline,"F9,F7",1|44,30036601,Treats hemmorrhagic diseases with vitamin K deficiency
Sirolimus,Prevents,Hemorrhage,Pazopanib,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Sorafenib,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Thalidomide,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Regorafenib,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Dasatinib,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Ponatinib,FGF2,9,27820137,"Recently, sirolimus was demonstrated to be effective in treating vascular lesions and lessening the frequency of bleeding and secondary iron deficiency anemia"
Sirolimus,Prevents,Hemorrhage,Pazopanib,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sirolimus,Prevents,Hemorrhage,Sorafenib,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sirolimus,Prevents,Hemorrhage,Thalidomide,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sirolimus,Prevents,Hemorrhage,Regorafenib,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sirolimus,Prevents,Hemorrhage,Dasatinib,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sirolimus,Prevents,Hemorrhage,Ponatinib,FGF2,9,26037126,"(In malraia), Treatment with rapamycin increased survival, blocked breakdown of the blood-brain barrier and brain hemorrhaging, "
Sucralfate,Prevents,Hemorrhage,Pazopanib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Sorafenib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Thalidomide,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Nintedanib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Dasatinib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Regorafenib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Ponatinib,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Tenecteplase,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Alteplase,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Tirofiban,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Eptifibatide,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Abciximab,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Sucralfate,Prevents,Hemorrhage,Reteplase,"FGB,FGG,FGF2",31|31|9,24101202,sucralfate enemas used to treat rectal bleeding
Ambrisentan,Inhibits,Hypertension,Amitriptyline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Naphazoline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Ergotamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Phentolamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Lurasidone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Ipratropium bromide,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Isometheptene,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Histamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Haloperidol,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Lisdexamfetamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Trazodone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cinacalcet,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Tramadol,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Succinylcholine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Aripiprazole,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Goserelin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Midodrine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Paroxetine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Citalopram,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cevimeline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Eletriptan,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cetirizine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Doxepin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Risperidone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Triprolidine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Triptorelin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Leuprolide,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Mirtazapine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Nefazodone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Dexamethasone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Phenylephrine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Clozapine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Conivaptan,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Diphenhydramine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Oxybutynin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Scopolamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Imipramine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Trihexyphenidyl,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Modafinil,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Paliperidone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Solifenacin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Pergolide,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Nortriptyline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Terazosin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Dicyclomine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Tiotropium,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Azelastine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Ropinirole,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Promethazine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Bromocriptine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cyclopentolate,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Desipramine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Ziprasidone,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Acamprosate,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Protirelin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Oxymetazoline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Dihydroergotamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Ephedrine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Degarelix,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Hyoscyamine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Pilocarpine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Pramipexole,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Maprotiline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cyclobenzaprine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Clemastine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Epinephrine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Quetiapine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Darifenacin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Brompheniramine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Cabergoline,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Apraclonidine,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Losartan,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
Ambrisentan,Inhibits,Hypertension,Bivalirudin,"EDNRA,EDNRB",458|335,24312841,Ambrisentan (ABS) is an antihypertensive drug
